gene_id,Geneid,GeneSymbol,Chromosome,Class,Length
PRKAR1A,ENSG00000108946.17,PRKAR1A,chr17,protein_coding,39539.0
PRKCB,ENSG00000166501.14,PRKCB,chr16,protein_coding,384628.0
PRKCD,ENSG00000163932.16,PRKCD,chr3,protein_coding,36708.0
PRKCH,ENSG00000027075.17,PRKCH,chr14,protein_coding,363417.0
PRKD2,ENSG00000105287.13,PRKD2,chr19,protein_coding,42852.0
PRKDC,ENSG00000253729.9,PRKDC,chr8,protein_coding,187067.0
PROK2,ENSG00000163421.9,PROK2,chr3,protein_coding,13551.0
PRPF38B,ENSG00000134186.12,PRPF38B,chr1,protein_coding,10618.0
PRPF40A,ENSG00000196504.21,PRPF40A,chr2,protein_coding,66419.0
PRR13,ENSG00000205352.11,PRR13,chr12,protein_coding,4967.0
PRRC2C,ENSG00000117523.18,PRRC2C,chr1,protein_coding,107981.0
PSAP,ENSG00000197746.15,PSAP,chr10,protein_coding,34953.0
PSEN1,ENSG00000080815.20,PSEN1,chr14,protein_coding,87273.0
PSENEN,ENSG00000205155.8,PSENEN,chr19,protein_coding,1919.0
PSMB3,ENSG00000277791.5,PSMB3,chr17,protein_coding,11484.0
PSMB9,ENSG00000240065.8,PSMB9,chr6,protein_coding,15715.0
PSME1,ENSG00000092010.15,PSME1,chr14,protein_coding,2804.0
PSME3,ENSG00000131467.12,PSME3,chr17,protein_coding,19375.0
PTAFR,ENSG00000169403.12,PTAFR,chr1,protein_coding,46770.0
PTBP3,ENSG00000119314.16,PTBP3,chr9,protein_coding,115948.0
PTEN,ENSG00000171862.15,PTEN,chr10,protein_coding,109292.0
PTGS2,ENSG00000073756.13,PTGS2,chr1,protein_coding,9131.0
PTK2B,ENSG00000120899.18,PTK2B,chr8,protein_coding,147909.0
PTMA,ENSG00000187514.17,PTMA,chr2,protein_coding,6656.0
PTP4A2,ENSG00000184007.22,PTP4A2,chr1,protein_coding,38435.0
PTPN1,ENSG00000196396.10,PTPN1,chr20,protein_coding,74920.0
PTPN12,ENSG00000127947.16,PTPN12,chr7,protein_coding,102774.0
PTPN6,ENSG00000111679.17,PTPN6,chr12,protein_coding,14848.0
PTPRC,ENSG00000081237.21,PTPRC,chr1,protein_coding,119019.0
PTPRE,ENSG00000132334.17,PTPRE,chr10,protein_coding,178752.0
PTPRJ,ENSG00000149177.15,PTPRJ,chr11,protein_coding,190414.0
PTTG1IP,ENSG00000183255.12,PTTG1IP,chr21,protein_coding,24318.0
PUM2,ENSG00000055917.17,PUM2,chr2,protein_coding,103543.0
PURB,ENSG00000146676.10,PURB,chr7,protein_coding,9231.0
PXK,ENSG00000168297.16,PXK,chr3,protein_coding,93247.0
PXN,ENSG00000089159.17,PXN,chr12,protein_coding,55332.0
PYGL,ENSG00000100504.17,PYGL,chr14,protein_coding,86592.0
QKI,ENSG00000112531.17,QKI,chr6,protein_coding,164592.0
QPCT,ENSG00000115828.17,QPCT,chr2,protein_coding,30495.0
R3HDM2,ENSG00000179912.21,R3HDM2,chr12,protein_coding,177281.0
R3HDM4,ENSG00000198858.10,R3HDM4,chr19,protein_coding,16742.0
RAB10,ENSG00000084733.11,RAB10,chr2,protein_coding,103370.0
RAB11A,ENSG00000103769.10,RAB11A,chr15,protein_coding,165935.0
RAB11B,ENSG00000185236.12,RAB11B,chr19,protein_coding,14453.0
RAB11FIP1,ENSG00000156675.16,RAB11FIP1,chr8,protein_coding,40879.0
RAB1A,ENSG00000138069.18,RAB1A,chr2,protein_coding,59635.0
RAB1B,ENSG00000174903.16,RAB1B,chr11,protein_coding,8902.0
RAB20,ENSG00000139832.5,RAB20,chr13,protein_coding,38656.0
RAB21,ENSG00000080371.6,RAB21,chr12,protein_coding,45423.0
RAB27A,ENSG00000069974.17,RAB27A,chr15,protein_coding,116147.0
RAB2A,ENSG00000104388.15,RAB2A,chr8,protein_coding,106708.0
RAB31,ENSG00000168461.13,RAB31,chr18,protein_coding,154276.0
RAB3D,ENSG00000105514.8,RAB3D,chr19,protein_coding,24202.0
RAB5A,ENSG00000144566.11,RAB5A,chr3,protein_coding,38078.0
RAB5B,ENSG00000111540.16,RAB5B,chr12,protein_coding,22770.0
RAB5C,ENSG00000108774.15,RAB5C,chr17,protein_coding,30066.0
RAB7A,ENSG00000075785.14,RAB7A,chr3,protein_coding,132273.0
RAB8B,ENSG00000166128.13,RAB8B,chr15,protein_coding,78216.0
RABGAP1L,ENSG00000152061.24,RABGAP1L,chr1,protein_coding,835898.0
RAC1,ENSG00000136238.20,RAC1,chr7,protein_coding,29440.0
RAC2,ENSG00000128340.16,RAC2,chr22,protein_coding,34324.0
RAD21,ENSG00000164754.16,RAD21,chr8,protein_coding,28842.0
RAD23B,ENSG00000119318.13,RAD23B,chr9,protein_coding,49055.0
RAF1,ENSG00000132155.14,RAF1,chr3,protein_coding,82100.0
RALB,ENSG00000144118.14,RALB,chr2,protein_coding,54646.0
RALBP1,ENSG00000017797.13,RALBP1,chr18,protein_coding,63105.0
RALGAPA1,ENSG00000174373.17,RALGAPA1,chr14,protein_coding,270952.0
RALGAPA2,ENSG00000188559.16,RALGAPA2,chr20,protein_coding,323114.0
RANBP2,ENSG00000153201.17,RANBP2,chr2,protein_coding,66328.0
RAP1A,ENSG00000116473.15,RAP1A,chr1,protein_coding,174473.0
RAP1B,ENSG00000127314.18,RAP1B,chr12,protein_coding,61046.0
RAP1GAP2,ENSG00000132359.17,RAP1GAP2,chr17,protein_coding,282036.0
RAPGEF1,ENSG00000107263.19,RAPGEF1,chr9,protein_coding,163306.0
RAPGEF2,ENSG00000109756.10,RAPGEF2,chr4,protein_coding,257161.0
RARA,ENSG00000131759.18,RARA,chr17,protein_coding,48463.0
RASA2,ENSG00000155903.14,RASA2,chr3,protein_coding,128317.0
RASGRP4,ENSG00000171777.17,RASGRP4,chr19,protein_coding,17254.0
RASSF2,ENSG00000101265.16,RASSF2,chr20,protein_coding,43585.0
RASSF3,ENSG00000153179.14,RASSF3,chr12,protein_coding,190563.0
RASSF5,ENSG00000266094.8,RASSF5,chr1,protein_coding,81917.0
RB1,ENSG00000139687.16,RB1,chr13,protein_coding,295692.0
RB1CC1,ENSG00000023287.13,RB1CC1,chr8,protein_coding,123385.0
RBBP6,ENSG00000122257.20,RBBP6,chr16,protein_coding,35170.0
RBCK1,ENSG00000125826.22,RBCK1,chr20,protein_coding,24641.0
RBKS,ENSG00000171174.15,RBKS,chr2,protein_coding,109302.0
RBL2,ENSG00000103479.17,RBL2,chr16,protein_coding,57671.0
RBM23,ENSG00000100461.18,RBM23,chr14,protein_coding,25978.0
RBM25,ENSG00000119707.14,RBM25,chr14,protein_coding,65367.0
RBM3,ENSG00000102317.18,RBM3,chrX,protein_coding,6713.0
RBM39,ENSG00000131051.24,RBM39,chr20,protein_coding,40965.0
RBM47,ENSG00000163694.15,RBM47,chr4,protein_coding,207608.0
RBMS1,ENSG00000153250.21,RBMS1,chr2,protein_coding,221656.0
RBPJ,ENSG00000168214.22,RBPJ,chr4,protein_coding,271676.0
RC3H1,ENSG00000135870.12,RC3H1,chr1,protein_coding,91273.0
RCOR1,ENSG00000089902.10,RCOR1,chr14,protein_coding,137912.0
RCSD1,ENSG00000198771.11,RCSD1,chr1,protein_coding,78603.0
REL,ENSG00000162924.16,REL,chr2,protein_coding,50121.0
RELA,ENSG00000173039.20,RELA,chr11,protein_coding,9491.0
RELB,ENSG00000104856.15,RELB,chr19,protein_coding,36731.0
RELT,ENSG00000054967.13,RELT,chr11,protein_coding,21075.0
RERE,ENSG00000142599.20,RERE,chr1,protein_coding,496524.0
RESF1,ENSG00000174718.12,RESF1,chr12,protein_coding,33737.0
RFLNB,ENSG00000183688.4,RFLNB,chr17,protein_coding,5961.0
RGS18,ENSG00000150681.10,RGS18,chr1,protein_coding,27353.0
RGS19,ENSG00000171700.14,RGS19,chr20,protein_coding,6807.0
RGS2,ENSG00000116741.8,RGS2,chr1,protein_coding,3236.0
RHOA,ENSG00000067560.14,RHOA,chr3,protein_coding,53859.0
RHOB,ENSG00000143878.10,RHOB,chr2,protein_coding,2366.0
RHOG,ENSG00000177105.10,RHOG,chr11,protein_coding,13981.0
RHOH,ENSG00000168421.14,RHOH,chr4,protein_coding,55956.0
RHOQ,ENSG00000119729.12,RHOQ,chr2,protein_coding,42882.0
RICTOR,ENSG00000164327.14,RICTOR,chr5,protein_coding,136482.0
RILPL2,ENSG00000150977.11,RILPL2,chr12,protein_coding,21645.0
RIN3,ENSG00000100599.16,RIN3,chr14,protein_coding,175213.0
RIOK3,ENSG00000101782.15,RIOK3,chr18,protein_coding,33316.0
RIPK2,ENSG00000104312.8,RIPK2,chr8,protein_coding,33258.0
RIPOR2,ENSG00000111913.20,RIPOR2,chr6,protein_coding,237888.0
RIT1,ENSG00000143622.12,RIT1,chr1,protein_coding,13596.0
RLF,ENSG00000117000.9,RLF,chr1,protein_coding,79534.0
RNASET2,ENSG00000026297.17,RNASET2,chr6,protein_coding,35078.0
RNF10,ENSG00000022840.17,RNF10,chr12,protein_coding,44108.0
RNF13,ENSG00000082996.20,RNF13,chr3,protein_coding,149369.0
RNF130,ENSG00000113269.14,RNF130,chr5,protein_coding,160462.0
RNF141,ENSG00000110315.7,RNF141,chr11,protein_coding,29557.0
RNF144B,ENSG00000137393.10,RNF144B,chr6,protein_coding,81520.0
RNF145,ENSG00000145860.13,RNF145,chr5,protein_coding,52644.0
RNF149,ENSG00000163162.9,RNF149,chr2,protein_coding,37482.0
RNF167,ENSG00000108523.16,RNF167,chr17,protein_coding,5214.0
RNF19B,ENSG00000116514.17,RNF19B,chr1,protein_coding,28364.0
RNF213,ENSG00000173821.20,RNF213,chr17,protein_coding,137942.0
RNF24,ENSG00000101236.17,RNF24,chr20,protein_coding,88249.0
RNF44,ENSG00000146083.12,RNF44,chr5,protein_coding,11313.0
ROCK1,ENSG00000067900.9,ROCK1,chr18,protein_coding,167201.0
RPL11,ENSG00000142676.14,RPL11,chr1,protein_coding,5093.0
RPL12,ENSG00000197958.13,RPL12,chr9,protein_coding,3732.0
RPL13A,ENSG00000142541.18,RPL13A,chr19,protein_coding,5547.0
RPL21,ENSG00000122026.11,RPL21,chr13,protein_coding,5329.0
RPL23,ENSG00000125691.14,RPL23,chr17,protein_coding,5904.0
RPL27A,ENSG00000166441.13,RPL27A,chr11,protein_coding,31971.0
RPL30,ENSG00000156482.11,RPL30,chr8,protein_coding,21618.0
RPL31,ENSG00000071082.11,RPL31,chr2,protein_coding,21803.0
RPL32,ENSG00000144713.13,RPL32,chr3,protein_coding,7097.0
RPL34,ENSG00000109475.17,RPL34,chr4,protein_coding,9843.0
RPL37,ENSG00000145592.14,RPL37,chr5,protein_coding,9960.0
RPL37A,ENSG00000197756.10,RPL37A,chr2,protein_coding,80355.0
RPL38,ENSG00000172809.13,RPL38,chr17,protein_coding,7073.0
RPL39,ENSG00000198918.8,RPL39,chrX,protein_coding,5126.0
RPL41,ENSG00000229117.9,RPL41,chr12,protein_coding,1377.0
RPL6,ENSG00000089009.16,RPL6,chr12,protein_coding,13649.0
RPL9,ENSG00000163682.17,RPL9,chr4,protein_coding,6344.0
RPS11,ENSG00000142534.7,RPS11,chr19,protein_coding,3343.0
RPS12,ENSG00000112306.8,RPS12,chr6,protein_coding,2995.0
RPS13,ENSG00000110700.7,RPS13,chr11,protein_coding,3327.0
RPS16,ENSG00000105193.9,RPS16,chr19,protein_coding,2812.0
RPS20,ENSG00000008988.11,RPS20,chr8,protein_coding,7256.0
RPS24,ENSG00000138326.21,RPS24,chr10,protein_coding,23053.0
RPS25,ENSG00000118181.11,RPS25,chr11,protein_coding,2979.0
RPS26,ENSG00000197728.11,RPS26,chr12,protein_coding,3346.0
RPS27,ENSG00000177954.14,RPS27,chr1,protein_coding,1393.0
RPS27A,ENSG00000143947.15,RPS27A,chr2,protein_coding,3950.0
RPS29,ENSG00000213741.11,RPS29,chr14,protein_coding,28180.0
RPS6,ENSG00000137154.13,RPS6,chr9,protein_coding,4521.0
RPS6KA1,ENSG00000117676.14,RPS6KA1,chr1,protein_coding,45269.0
RPS6KA3,ENSG00000177189.14,RPS6KA3,chrX,protein_coding,117608.0
RPS6KA5,ENSG00000100784.12,RPS6KA5,chr14,protein_coding,212780.0
RPS8,ENSG00000142937.12,RPS8,chr1,protein_coding,3528.0
RPS9,ENSG00000170889.14,RPS9,chr19,protein_coding,48194.0
RSF1,ENSG00000048649.14,RSF1,chr11,protein_coding,160860.0
RSRC2,ENSG00000111011.18,RSRC2,chr12,protein_coding,23546.0
RSRP1,ENSG00000117616.18,RSRP1,chr1,protein_coding,95964.0
RTF1,ENSG00000137815.15,RTF1,chr15,protein_coding,75155.0
RTF2,ENSG00000022277.13,RTF2,chr20,protein_coding,50864.0
RTN3,ENSG00000133318.14,RTN3,chr11,protein_coding,78445.0
RTN4,ENSG00000115310.19,RTN4,chr2,protein_coding,140434.0
RUBCNL,ENSG00000102445.20,RUBCNL,chr13,protein_coding,103509.0
RUNX1,ENSG00000159216.19,RUNX1,chr21,protein_coding,1216866.0
RXRA,ENSG00000186350.12,RXRA,chr9,protein_coding,123487.0
RYBP,ENSG00000163602.12,RYBP,chr3,protein_coding,74796.0
S100A11,ENSG00000163191.6,S100A11,chr1,protein_coding,15401.0
S100A12,ENSG00000163221.9,S100A12,chr1,protein_coding,1910.0
S100A4,ENSG00000196154.12,S100A4,chr1,protein_coding,6523.0
S100A6,ENSG00000197956.10,S100A6,chr1,protein_coding,1645.0
S100A8,ENSG00000143546.10,S100A8,chr1,protein_coding,1041.0
S100A9,ENSG00000163220.11,S100A9,chr1,protein_coding,3169.0
S100P,ENSG00000163993.7,S100P,chr4,protein_coding,3292.0
SAMD4B,ENSG00000179134.16,SAMD4B,chr19,protein_coding,43289.0
SAMD9,ENSG00000205413.8,SAMD9,chr7,protein_coding,18510.0
SAMSN1,ENSG00000155307.19,SAMSN1,chr21,protein_coding,173593.0
SAP18,ENSG00000150459.13,SAP18,chr13,protein_coding,8978.0
SAR1A,ENSG00000079332.16,SAR1A,chr10,protein_coding,23234.0
SARAF,ENSG00000133872.14,SARAF,chr8,protein_coding,20205.0
SAT1,ENSG00000130066.17,SAT1,chrX,protein_coding,3037.0
SBF2,ENSG00000133812.18,SBF2,chr11,protein_coding,528101.0
SBNO2,ENSG00000064932.16,SBNO2,chr19,protein_coding,66631.0
SCAF11,ENSG00000139218.18,SCAF11,chr12,protein_coding,72989.0
SCARF1,ENSG00000074660.17,SCARF1,chr17,protein_coding,11886.0
SCLT1,ENSG00000151466.12,SCLT1,chr4,protein_coding,228679.0
SDCBP,ENSG00000137575.12,SDCBP,chr8,protein_coding,29935.0
SDCCAG8,ENSG00000054282.16,SDCCAG8,chr1,protein_coding,244057.0
SEC14L1,ENSG00000129657.16,SEC14L1,chr17,protein_coding,128352.0
SEC62,ENSG00000008952.17,SEC62,chr3,protein_coding,31738.0
SECTM1,ENSG00000141574.8,SECTM1,chr17,protein_coding,13050.0
SELENOK,ENSG00000113811.12,SELENOK,chr3,protein_coding,7468.0
SELENOT,ENSG00000198843.14,SELENOT,chr3,protein_coding,27561.0
SELL,ENSG00000188404.10,SELL,chr1,protein_coding,21037.0
SELPLG,ENSG00000110876.10,SELPLG,chr12,protein_coding,11999.0
SEMA4A,ENSG00000196189.14,SEMA4A,chr1,protein_coding,30386.0
SEMA4D,ENSG00000187764.12,SEMA4D,chr9,protein_coding,137343.0
SENP6,ENSG00000112701.18,SENP6,chr6,protein_coding,116772.0
SEPTIN7,ENSG00000122545.22,SEPTIN7,chr7,protein_coding,106178.0
SERF2,ENSG00000140264.22,SERF2,chr15,protein_coding,27340.0
SERINC1,ENSG00000111897.7,SERINC1,chr6,protein_coding,28456.0
SERINC3,ENSG00000132824.14,SERINC3,chr20,protein_coding,25864.0
SERP1,ENSG00000120742.11,SERP1,chr3,protein_coding,61230.0
SERPINA1,ENSG00000197249.14,SERPINA1,chr14,protein_coding,13946.0
SERPINB1,ENSG00000021355.13,SERPINB1,chr6,protein_coding,9627.0
SERPINB9,ENSG00000170542.6,SERPINB9,chr6,protein_coding,16039.0
SESN2,ENSG00000130766.5,SESN2,chr1,protein_coding,22973.0
SET,ENSG00000119335.18,SET,chr9,protein_coding,12976.0
SETD1B,ENSG00000139718.12,SETD1B,chr12,protein_coding,28647.0
SETD2,ENSG00000181555.22,SETD2,chr3,protein_coding,147685.0
SETX,ENSG00000107290.14,SETX,chr9,protein_coding,93630.0
SF1,ENSG00000168066.22,SF1,chr11,protein_coding,14180.0
SF3A1,ENSG00000099995.19,SF3A1,chr22,protein_coding,24931.0
SF3B1,ENSG00000115524.17,SF3B1,chr2,protein_coding,46564.0
SF3B2,ENSG00000087365.16,SF3B2,chr11,protein_coding,18579.0
SF3B4,ENSG00000143368.10,SF3B4,chr1,protein_coding,4486.0
SFPQ,ENSG00000116560.12,SFPQ,chr1,protein_coding,17068.0
SFT2D1,ENSG00000198818.10,SFT2D1,chr6,protein_coding,22848.0
SGK1,ENSG00000118515.12,SGK1,chr6,protein_coding,148864.0
SH2D3C,ENSG00000095370.20,SH2D3C,chr9,protein_coding,40393.0
SH3BGRL,ENSG00000131171.13,SH3BGRL,chrX,protein_coding,96445.0
SH3BGRL3,ENSG00000142669.15,SH3BGRL3,chr1,protein_coding,1436.0
SH3BP5,ENSG00000131370.16,SH3BP5,chr3,protein_coding,87015.0
SH3GLB1,ENSG00000097033.15,SH3GLB1,chr1,protein_coding,43614.0
SH3KBP1,ENSG00000147010.19,SH3KBP1,chrX,protein_coding,353623.0
SHISA5,ENSG00000164054.17,SHISA5,chr3,protein_coding,37028.0
SHKBP1,ENSG00000160410.15,SHKBP1,chr19,protein_coding,14546.0
SHOC2,ENSG00000108061.13,SHOC2,chr10,protein_coding,97940.0
SIGLEC10,ENSG00000142512.15,SIGLEC10,chr19,protein_coding,7783.0
SIGLEC14,ENSG00000254415.4,SIGLEC14,chr19,protein_coding,7347.0
SIK3,ENSG00000160584.17,SIK3,chr11,protein_coding,255035.0
SIPA1L1,ENSG00000197555.10,SIPA1L1,chr14,protein_coding,420780.0
SIPA1L2,ENSG00000116991.12,SIPA1L2,chr1,protein_coding,232606.0
SIRPA,ENSG00000198053.12,SIRPA,chr20,protein_coding,46425.0
SIRPB1,ENSG00000101307.16,SIRPB1,chr20,protein_coding,58676.0
SIRPB2,ENSG00000196209.13,SIRPB2,chr20,protein_coding,20846.0
SKAP2,ENSG00000005020.13,SKAP2,chr7,protein_coding,328171.0
SKI,ENSG00000157933.11,SKI,chr1,protein_coding,82825.0
SKIL,ENSG00000136603.15,SKIL,chr3,protein_coding,39493.0
SLA,ENSG00000155926.14,SLA,chr8,protein_coding,66184.0
SLC11A1,ENSG00000018280.17,SLC11A1,chr2,protein_coding,14865.0
SLC12A6,ENSG00000140199.13,SLC12A6,chr15,protein_coding,108276.0
SLC15A3,ENSG00000110446.12,SLC15A3,chr11,protein_coding,15593.0
SLC15A4,ENSG00000139370.12,SLC15A4,chr12,protein_coding,30764.0
SLC16A3,ENSG00000141526.18,SLC16A3,chr17,protein_coding,43195.0
SLC20A1,ENSG00000144136.11,SLC20A1,chr2,protein_coding,17886.0
SLC22A4,ENSG00000197208.6,SLC22A4,chr5,protein_coding,49796.0
SLC25A13,ENSG00000004864.14,SLC25A13,chr7,protein_coding,201927.0
SLC25A3,ENSG00000075415.15,SLC25A3,chr12,protein_coding,12788.0
SLC25A37,ENSG00000147454.14,SLC25A37,chr8,protein_coding,46507.0
SLC2A3,ENSG00000059804.17,SLC2A3,chr12,protein_coding,99777.0
SLC38A2,ENSG00000134294.14,SLC38A2,chr12,protein_coding,14585.0
SLC43A2,ENSG00000167703.15,SLC43A2,chr17,protein_coding,59618.0
SLC44A2,ENSG00000129353.15,SLC44A2,chr19,protein_coding,42100.0
SLC45A4,ENSG00000022567.10,SLC45A4,chr8,protein_coding,101139.0
SLC49A4,ENSG00000138463.9,SLC49A4,chr3,protein_coding,86070.0
SLC6A6,ENSG00000131389.18,SLC6A6,chr3,protein_coding,86773.0
SLC8A1,ENSG00000183023.19,SLC8A1,chr2,protein_coding,513783.0
SLC9A8,ENSG00000197818.12,SLC9A8,chr20,protein_coding,79529.0
SLCO3A1,ENSG00000176463.14,SLCO3A1,chr15,protein_coding,318727.0
SLK,ENSG00000065613.15,SLK,chr10,protein_coding,62093.0
SLMAP,ENSG00000163681.17,SLMAP,chr3,protein_coding,174553.0
SLTM,ENSG00000137776.17,SLTM,chr15,protein_coding,54629.0
SLU7,ENSG00000164609.10,SLU7,chr5,protein_coding,20070.0
SMAP2,ENSG00000084070.12,SMAP2,chr1,protein_coding,78476.0
SMARCA2,ENSG00000080503.25,SMARCA2,chr9,protein_coding,213334.0
SMCHD1,ENSG00000101596.17,SMCHD1,chr18,protein_coding,149291.0
SMG1,ENSG00000157106.18,SMG1,chr16,protein_coding,121548.0
SNAP23,ENSG00000092531.10,SNAP23,chr15,protein_coding,54123.0
SNN,ENSG00000184602.6,SNN,chr16,protein_coding,10697.0
SNRK,ENSG00000163788.14,SNRK,chr3,protein_coding,138252.0
SNX10,ENSG00000086300.17,SNX10,chr7,protein_coding,82521.0
SNX18,ENSG00000178996.14,SNX18,chr5,protein_coding,28827.0
SNX3,ENSG00000112335.15,SNX3,chr6,protein_coding,50024.0
SNX6,ENSG00000129515.20,SNX6,chr14,protein_coding,69067.0
SOCS3,ENSG00000184557.4,SOCS3,chr17,protein_coding,3299.0
SOD2,ENSG00000291237.1,SOD2,chr6,protein_coding,93460.0
SON,ENSG00000159140.23,SON,chr21,protein_coding,34443.0
SORL1,ENSG00000137642.13,SORL1,chr11,protein_coding,181449.0
SOS2,ENSG00000100485.12,SOS2,chr14,protein_coding,114448.0
SP1,ENSG00000185591.10,SP1,chr12,protein_coding,36270.0
SP100,ENSG00000067066.17,SP100,chr2,protein_coding,129664.0
SP110,ENSG00000135899.20,SP110,chr2,protein_coding,60543.0
SP140,ENSG00000079263.19,SP140,chr2,protein_coding,110105.0
SP3,ENSG00000172845.18,SP3,chr2,protein_coding,84523.0
SPAG9,ENSG00000008294.22,SPAG9,chr17,protein_coding,158694.0
SPEN,ENSG00000065526.13,SPEN,chr1,protein_coding,104361.0
SPG21,ENSG00000090487.11,SPG21,chr15,protein_coding,27288.0
SPI1,ENSG00000066336.12,SPI1,chr11,protein_coding,23687.0
SPOPL,ENSG00000144228.9,SPOPL,chr2,protein_coding,71777.0
SPTY2D1,ENSG00000179119.15,SPTY2D1,chr11,protein_coding,28388.0
SQSTM1,ENSG00000161011.20,SQSTM1,chr5,protein_coding,31680.0
SRGN,ENSG00000122862.5,SRGN,chr10,protein_coding,16702.0
SRP14,ENSG00000140319.11,SRP14,chr15,protein_coding,3491.0
SRPK1,ENSG00000096063.16,SRPK1,chr6,protein_coding,88376.0
SRPK2,ENSG00000135250.17,SRPK2,chr7,protein_coding,288604.0
SRRM1,ENSG00000133226.19,SRRM1,chr1,protein_coding,41565.0
SRRM2,ENSG00000167978.19,SRRM2,chr16,protein_coding,19912.0
SRSF11,ENSG00000116754.14,SRSF11,chr1,protein_coding,47370.0
SRSF2,ENSG00000161547.17,SRSF2,chr17,protein_coding,3218.0
SRSF3,ENSG00000112081.17,SRSF3,chr6,protein_coding,11247.0
SRSF5,ENSG00000100650.16,SRSF5,chr14,protein_coding,45105.0
SRSF7,ENSG00000115875.19,SRSF7,chr2,protein_coding,7895.0
SRSF9,ENSG00000111786.10,SRSF9,chr12,protein_coding,34274.0
SSH2,ENSG00000141298.19,SSH2,chr17,protein_coding,304338.0
SSR2,ENSG00000163479.14,SSR2,chr1,protein_coding,11903.0
SSU72,ENSG00000160075.12,SSU72,chr1,protein_coding,33190.0
ST3GAL2,ENSG00000157350.13,ST3GAL2,chr16,protein_coding,63260.0
ST8SIA4,ENSG00000113532.13,ST8SIA4,chr5,protein_coding,96349.0
STAG1,ENSG00000118007.13,STAG1,chr3,protein_coding,416167.0
STAG2,ENSG00000101972.20,STAG2,chrX,protein_coding,462452.0
STAT1,ENSG00000115415.21,STAT1,chr2,protein_coding,112500.0
STAT3,ENSG00000168610.16,STAT3,chr17,protein_coding,75216.0
STAT5B,ENSG00000173757.11,STAT5B,chr17,protein_coding,89457.0
STAT6,ENSG00000166888.12,STAT6,chr12,protein_coding,36731.0
STAU1,ENSG00000124214.21,STAU1,chr20,protein_coding,75028.0
STEAP4,ENSG00000127954.13,STEAP4,chr7,protein_coding,36002.0
STIP1,ENSG00000168439.17,STIP1,chr11,protein_coding,19271.0
STK10,ENSG00000072786.13,STK10,chr5,protein_coding,146145.0
STK17A,ENSG00000164543.7,STK17A,chr7,protein_coding,67955.0
STK17B,ENSG00000081320.11,STK17B,chr2,protein_coding,42920.0
STK24,ENSG00000102572.15,STK24,chr13,protein_coding,132755.0
STK38,ENSG00000112079.9,STK38,chr6,protein_coding,53587.0
STK38L,ENSG00000211455.8,STK38L,chr12,protein_coding,81991.0
STK4,ENSG00000101109.13,STK4,chr20,protein_coding,113527.0
STK40,ENSG00000196182.11,STK40,chr1,protein_coding,46300.0
STX11,ENSG00000135604.11,STX11,chr6,protein_coding,41452.0
STX3,ENSG00000166900.17,STX3,chr11,protein_coding,92426.0
STXBP2,ENSG00000076944.18,STXBP2,chr19,protein_coding,11101.0
STXBP3,ENSG00000116266.11,STXBP3,chr1,protein_coding,62849.0
STXBP5,ENSG00000164506.16,STXBP5,chr6,protein_coding,186830.0
SUB1,ENSG00000113387.12,SUB1,chr5,protein_coding,72446.0
SULF2,ENSG00000196562.16,SULF2,chr20,protein_coding,130419.0
SUMO1,ENSG00000116030.17,SUMO1,chr2,protein_coding,32417.0
SUMO2,ENSG00000188612.12,SUMO2,chr17,protein_coding,17373.0
SUPT6H,ENSG00000109111.15,SUPT6H,chr17,protein_coding,40481.0
SUSD6,ENSG00000100647.8,SUSD6,chr14,protein_coding,103548.0
SVIL,ENSG00000197321.16,SVIL,chr10,protein_coding,279621.0
SYAP1,ENSG00000169895.6,SYAP1,chrX,protein_coding,45728.0
SYF2,ENSG00000117614.10,SYF2,chr1,protein_coding,10226.0
SYK,ENSG00000165025.15,SYK,chr9,protein_coding,96762.0
SYNE2,ENSG00000054654.20,SYNE2,chr14,protein_coding,464534.0
SYTL3,ENSG00000164674.17,SYTL3,chr6,protein_coding,114862.0
TAB2,ENSG00000055208.20,TAB2,chr6,protein_coding,192972.0
TACC1,ENSG00000147526.20,TACC1,chr8,protein_coding,124842.0
TAF7,ENSG00000178913.9,TAF7,chr5,protein_coding,60900.0
TAGAP,ENSG00000164691.18,TAGAP,chr6,protein_coding,10684.0
TAGLN2,ENSG00000158710.15,TAGLN2,chr1,protein_coding,7400.0
TALDO1,ENSG00000177156.11,TALDO1,chr11,protein_coding,17597.0
TANK,ENSG00000136560.14,TANK,chr2,protein_coding,99322.0
TAOK1,ENSG00000160551.12,TAOK1,chr17,protein_coding,161540.0
TAOK3,ENSG00000135090.14,TAOK3,chr12,protein_coding,223106.0
TAP1,ENSG00000168394.13,TAP1,chr6,protein_coding,8607.0
TAPBP,ENSG00000231925.14,TAPBP,chr6,protein_coding,14590.0
TAX1BP1,ENSG00000106052.14,TAX1BP1,chr7,protein_coding,105233.0
TBC1D1,ENSG00000065882.18,TBC1D1,chr4,protein_coding,248091.0
TBC1D14,ENSG00000132405.19,TBC1D14,chr4,protein_coding,123876.0
TBC1D15,ENSG00000121749.16,TBC1D15,chr12,protein_coding,87541.0
TBC1D22A,ENSG00000054611.14,TBC1D22A,chr22,protein_coding,413082.0
TBC1D7,ENSG00000145979.18,TBC1D7,chr6,protein_coding,62041.0
TBC1D8,ENSG00000204634.13,TBC1D8,chr2,protein_coding,245638.0
